Function,Best Solution,Best Fitness,Execution Time,Step Size,Domain,Iterations,Result,Domain_left,Domain_right,Domain_range,Domain_quantile,Step_Size_quantile
three_hump_camel,"[-0.0189, -0.019]",0.00143,0.0449,1.0,"[-4.8204, 2.5518]",89,bad,-4.8204,2.5518,7.3722,12,8
three_hump_camel,"[0.038, -0.0213]",0.00253,0.031,0.5,"[-3.3003, 0.3476]",61,bad,-3.3003,0.3476,3.6479,3,3
three_hump_camel,"[-0.0446, 0.0113]",0.00359,0.0267,0.9,"[-4.6317, 2.1047]",54,bad,-4.6317,2.1047,6.7364,11,7
three_hump_camel,"[0.0335, -0.0142]",0.00196,0.0281,0.3,"[-1.7724, 1.0231]",55,bad,-1.7724,1.0231,2.7954999999999997,2,1
three_hump_camel,"[-0.015, 0.0067]",0.00039,0.003,0.2,"[-4.3359, 0.0067]",6,good,-4.3359,0.0067,4.3426,5,0
three_hump_camel,"[-0.0421, 0.0978]",0.00899,0.0265,0.7,"[-3.0237, 3.4159]",54,bad,-3.0237,3.4159,6.4396,10,5
three_hump_camel,"[-0.004, -0.0075]",0.00012,0.0249,1.0,"[-3.033, 1.4056]",50,good,-3.033,1.4056,4.4386,6,8
three_hump_camel,"[-0.0068, 0.0275]",0.00066,0.0171,0.2,"[-4.9701, 1.7574]",33,good,-4.9701,1.7574,6.727500000000001,10,0
three_hump_camel,"[0.005, 0.0107]",0.00022,0.0212,1.0,"[-4.0076, 3.6726]",42,good,-4.0076,3.6726,7.6802,13,8
three_hump_camel,"[0.0129, 0.0075]",0.00049,0.0086,0.5,"[-3.0003, 4.2682]",17,good,-3.0003,4.2682,7.2685,12,3
three_hump_camel,"[0.0536, -0.0214]",0.00504,0.048,0.8,"[-3.5939, 4.7529]",93,bad,-3.5939,4.7529,8.3468,14,6
three_hump_camel,"[-0.0444, -0.1067]",0.02007,0.0261,0.5,"[-4.9966, 0.6013]",52,bad,-4.9966,0.6013,5.5979,8,3
three_hump_camel,"[0.047, -0.0102]",0.00404,0.0265,1.0,"[-3.1613, 0.2834]",51,bad,-3.1613,0.2834,3.4447,3,8
three_hump_camel,"[0.0667, -0.2718]",0.06462,0.0383,0.7,"[-3.7415, 4.4291]",74,bad,-3.7415,4.4291,8.1706,14,5
three_hump_camel,"[0.0022, 0.1087]",0.01208,0.0386,0.3,"[-2.1547, 2.8113]",76,bad,-2.1547,2.8113,4.966,7,1
three_hump_camel,"[0.0083, -0.0195]",0.00036,0.002,0.9,"[-0.2733, 1.3213]",4,good,-0.2733,1.3213,1.5945999999999998,0,7
three_hump_camel,"[0.0841, 0.0879]",0.0292,0.0256,0.5,"[-4.2619, 4.0243]",51,bad,-4.2619,4.0243,8.286200000000001,14,3
three_hump_camel,"[0.0449, -0.0313]",0.0036,0.039,1.0,"[-3.1743, 0.0707]",74,bad,-3.1743,0.0707,3.245,3,8
three_hump_camel,"[0.1909, -0.1174]",0.06287,0.0259,0.2,"[-3.0747, 2.4968]",53,bad,-3.0747,2.4968,5.5715,8,0
three_hump_camel,"[0.0318, -0.0962]",0.00822,0.052,1.0,"[-1.2303, 4.1926]",103,bad,-1.2303,4.1926,5.422899999999999,8,8
three_hump_camel,"[0.042, -0.0035]",0.00339,0.0663,0.8,"[-1.6664, 4.7674]",133,bad,-1.6664,4.7674,6.433800000000001,10,6
three_hump_camel,"[0.0059, -0.0326]",0.00094,0.0046,0.6,"[-1.0838, 1.6776]",9,good,-1.0838,1.6776,2.7614,2,4
three_hump_camel,"[-0.0029, 0.0307]",0.00087,0.0183,0.3,"[-4.04, 0.4681]",34,good,-4.04,0.4681,4.5081,6,1
three_hump_camel,"[-0.0088, 0.0482]",0.00205,0.0504,0.8,"[-4.2087, 4.0699]",100,bad,-4.2087,4.0699,8.2786,14,6
three_hump_camel,"[-0.028, 0.1188]",0.01235,0.0322,0.7,"[-4.3453, 2.7563]",64,bad,-4.3453,2.7563,7.1015999999999995,11,5
three_hump_camel,"[-0.0323, 0.0574]",0.00353,0.0499,0.7,"[-3.1422, 2.2082]",98,bad,-3.1422,2.2082,5.3504000000000005,8,5
three_hump_camel,"[0.0078, -0.0159]",0.00025,0.0542,0.2,"[-2.4619, 4.5154]",106,good,-2.4619,4.5154,6.9773,11,0
three_hump_camel,"[-0.0728, -0.0065]",0.01109,0.028,0.1,"[-3.8822, 0.5411]",51,bad,-3.8822,0.5411,4.4233,6,0
three_hump_camel,"[0.045, 0.1893]",0.04843,0.0437,0.2,"[-4.0242, 2.803]",85,bad,-4.0242,2.803,6.8272,11,0
three_hump_camel,"[-0.0046, -0.0064]",0.00011,0.002,0.9,"[-0.755, 0.3616]",2,good,-0.755,0.3616,1.1166,0,7
three_hump_camel,"[-0.0323, 0.0303]",0.00203,0.0306,0.3,"[-3.9608, 3.861]",57,bad,-3.9608,3.861,7.8218,13,1
three_hump_camel,"[-0.0609, 0.0072]",0.00702,0.0269,0.7,"[-2.9201, 1.5966]",54,bad,-2.9201,1.5966,4.5167,6,5
three_hump_camel,"[-0.0444, -0.0217]",0.00536,0.0401,0.5,"[-3.3397, 3.5304]",77,bad,-3.3397,3.5304,6.870100000000001,11,3
