Function,Best Solution,Best Fitness,Execution Time,Step Size,Domain,Iterations,Result,Domain_left,Domain_right,Domain_range,Domain_quantile,Step_Size_quantile
rastrigin,"[-0.0014, -0.0013]",0.00075,0.001,0.4,"[-2.1052, 3.4604]",38,good,-2.1052,3.4604,5.5656,8,2
rastrigin,"[0.001, -0.0012]",0.00045,0.0011,0.4,"[-1.3456, 1.9389]",34,good,-1.3456,1.9389,3.2845,3,2
rastrigin,"[0.0, 0.995]",0.99496,0.0056,0.4,"[-0.7184, 2.0214]",181,bad,-0.7184,2.0214,2.7398,2,2
rastrigin,"[0.0015, -0.0012]",0.00075,0.001,0.7,"[-3.5093, 0.4056]",37,good,-3.5093,0.4056,3.9149000000000003,4,5
rastrigin,"[0.995, -0.995]",1.98992,0.0066,0.3,"[-1.1734, 1.2924]",167,bad,-1.1734,1.2924,2.4657999999999998,1,1
rastrigin,"[0.0009, 0.0009]",0.00034,0.001,1.0,"[-2.0345, 4.8705]",38,good,-2.0345,4.8705,6.904999999999999,11,8
rastrigin,"[-1.9899, 0.0]",3.97983,0.006,0.8,"[-4.5535, 4.3158]",180,bad,-4.5535,4.3158,8.869299999999999,14,6
rastrigin,"[-2.9849, -2.9849]",17.9092,0.0056,0.1,"[-3.5404, 0.6663]",175,bad,-3.5404,0.6663,4.2067,5,0
rastrigin,"[0.995, -0.995]",1.98992,0.0066,0.7,"[-4.6889, 3.9891]",186,bad,-4.6889,3.9891,8.678,14,5
rastrigin,"[0.0, -1.8327]",8.393,0.005,0.1,"[-1.8327, 0.2214]",159,bad,-1.8327,0.2214,2.0541,1,0
rastrigin,"[-0.995, 0.995]",1.98992,0.0061,0.5,"[-4.1061, 4.6293]",175,bad,-4.1061,4.6293,8.735399999999998,14,3
rastrigin,"[0.0, -0.995]",0.99496,0.0055,0.7,"[-3.9152, 3.7426]",176,bad,-3.9152,3.7426,7.6578,13,5
rastrigin,"[0.995, 0.0]",0.99496,0.006,0.9,"[-2.56, 3.3023]",178,bad,-2.56,3.3023,5.862299999999999,9,7
rastrigin,"[0.0013, 0.0017]",0.00091,0.001,1.0,"[-0.4825, 2.8223]",42,good,-0.4825,2.8223,3.3047999999999997,3,8
rastrigin,"[0.995, 2.9849]",9.94956,0.0066,0.3,"[-0.897, 4.0349]",189,bad,-0.897,4.0349,4.931900000000001,7,1
rastrigin,"[0.0, -0.995]",0.99496,0.0059,0.7,"[-3.8121, 0.7832]",186,bad,-3.8121,0.7832,4.5953,6,5
rastrigin,"[-1.977, -1.977]",8.02535,0.0015,0.8,"[-1.977, 0.1433]",52,bad,-1.977,0.1433,2.1203000000000003,1,6
rastrigin,"[0.0, 2.9849]",8.9546,0.0055,0.4,"[-1.8448, 2.9932]",185,bad,-1.8448,2.9932,4.838,6,2
rastrigin,"[0.0018, 0.0011]",0.00091,0.001,0.8,"[-4.1128, 0.2357]",37,good,-4.1128,0.2357,4.3485,5,6
rastrigin,"[2.9849, -0.0]",8.9546,0.0055,0.1,"[-2.8352, 4.0522]",171,bad,-2.8352,4.0522,6.8873999999999995,11,0
rastrigin,"[0.995, 0.995]",1.98992,0.006,0.7,"[-0.1376, 4.8166]",176,bad,-0.1376,4.8166,4.9542,7,5
rastrigin,"[-0.0009, 0.0011]",0.00041,0.001,0.9,"[-1.7578, 1.2358]",34,good,-1.7578,1.2358,2.9936,2,7
rastrigin,"[-1.9899, -0.995]",4.97479,0.0055,0.4,"[-4.7922, 0.4346]",195,bad,-4.7922,0.4346,5.2268,7,2
rastrigin,"[0.995, 0.0]",0.99496,0.0066,0.8,"[-3.2246, 2.8982]",184,bad,-3.2246,2.8982,6.1228,9,6
rastrigin,"[-1.9899, -0.995]",4.97479,0.0065,0.5,"[-2.3027, 0.7929]",189,bad,-2.3027,0.7929,3.0956,3,3
rastrigin,"[0.995, 0.995]",1.98992,0.006,0.5,"[-2.8567, 3.913]",181,bad,-2.8567,3.913,6.7697,11,3
rastrigin,"[-0.995, 0.995]",1.98992,0.0065,0.4,"[-4.7817, 3.9214]",179,bad,-4.7817,3.9214,8.7031,14,2
rastrigin,"[1.9899, 0.995]",4.97479,0.0064,0.4,"[-2.241, 3.8597]",172,bad,-2.241,3.8597,6.1007,9,2
rastrigin,"[-0.0, -0.995]",0.99496,0.0066,0.7,"[-3.2796, 3.8455]",190,bad,-3.2796,3.8455,7.1251,11,5
rastrigin,"[0.0009, 0.0011]",0.0004,0.001,1.0,"[-4.4191, 0.8439]",42,good,-4.4191,0.8439,5.263,7,8
rastrigin,"[-1.9899, 0.995]",4.97479,0.0056,0.3,"[-2.4428, 1.78]",176,bad,-2.4428,1.78,4.2228,5,1
rastrigin,"[-1.9899, 0.995]",4.97479,0.0057,0.1,"[-3.6256, 2.5062]",174,bad,-3.6256,2.5062,6.1318,9,0
rastrigin,"[-0.0014, -0.0012]",0.00068,0.0,0.9,"[-3.9097, 1.407]",30,good,-3.9097,1.407,5.3167,7,7
rastrigin,"[-0.0014, 0.0013]",0.00073,0.001,0.1,"[-2.9691, 0.4811]",28,good,-2.9691,0.4811,3.4502,3,0
rastrigin,"[-0.995, 2.9849]",9.94956,0.006,0.5,"[-4.2502, 3.3837]",190,bad,-4.2502,3.3837,7.633900000000001,13,3
rastrigin,"[0.995, 0.0]",0.99496,0.0055,0.9,"[-1.347, 2.7476]",181,bad,-1.347,2.7476,4.0946,5,7
rastrigin,"[-0.0016, 0.0013]",0.00085,0.0015,0.4,"[-4.589, 1.0383]",31,good,-4.589,1.0383,5.6273,8,2
rastrigin,"[-3.9798, -2.9849]",24.87385,0.006,0.4,"[-4.1142, 0.0865]",175,bad,-4.1142,0.0865,4.2007,5,2
rastrigin,"[0.995, -0.0]",0.99496,0.0056,0.8,"[-0.3573, 1.2802]",178,bad,-0.3573,1.2802,1.6375,0,6
rastrigin,"[0.0011, 0.0011]",0.00046,0.001,0.7,"[-1.0471, 1.7763]",27,good,-1.0471,1.7763,2.8234,2,5
rastrigin,"[-0.0, -0.995]",0.99496,0.005,0.7,"[-1.2951, 4.1782]",183,bad,-1.2951,4.1782,5.4733,8,5
rastrigin,"[0.0014, 0.0014]",0.00073,0.001,0.9,"[-0.9092, 1.4413]",30,good,-0.9092,1.4413,2.3505000000000003,1,7
rastrigin,"[-0.0009, -0.0009]",0.00036,0.001,1.0,"[-0.0883, 1.4705]",30,good,-0.0883,1.4705,1.5588,0,8
rastrigin,"[-0.0, 0.995]",0.99496,0.0061,0.6,"[-0.2824, 3.6592]",183,bad,-0.2824,3.6592,3.9415999999999998,4,4
rastrigin,"[-0.0, 0.995]",0.99496,0.0065,0.9,"[-3.3859, 3.7607]",185,bad,-3.3859,3.7607,7.146599999999999,12,7
rastrigin,"[-0.0007, 0.0006]",0.00019,0.001,0.7,"[-3.1726, 0.424]",32,good,-3.1726,0.424,3.5966,3,5
rastrigin,"[-2.9849, 0.995]",9.94956,0.0056,0.4,"[-3.2746, 1.5308]",186,bad,-3.2746,1.5308,4.8054,6,2
rastrigin,"[-1.9899, -0.995]",4.97479,0.0076,0.4,"[-2.3998, 0.197]",235,bad,-2.3998,0.197,2.5968,2,2
rastrigin,"[0.995, 1.9899]",4.97479,0.0056,0.6,"[-2.4461, 4.9456]",187,bad,-2.4461,4.9456,7.3917,12,4
rastrigin,"[0.995, 0.995]",1.98992,0.0061,0.2,"[-3.4533, 1.8454]",186,bad,-3.4533,1.8454,5.2987,7,0
rastrigin,"[-0.995, -0.995]",1.98992,0.0046,0.3,"[-2.6203, 0.325]",179,bad,-2.6203,0.325,2.9453,2,1
himmelblau,"[-2.8036, 2.5655]",10.71066,0.0036,0.8,"[-2.8946, 2.5655]",158,bad,-2.8946,2.5655,5.460100000000001,8,6
himmelblau,"[-3.7788, -3.2812]",0.00016,0.001,0.2,"[-4.5769, 1.1782]",45,good,-4.5769,1.1782,5.7551000000000005,8,0
himmelblau,"[-3.78, -3.2837]",3e-05,0.001,0.2,"[-4.5447, 2.668]",37,good,-4.5447,2.668,7.2127,12,0
himmelblau,"[3.5823, -1.8498]",0.0003,0.0011,0.6,"[-2.5127, 4.4382]",41,good,-2.5127,4.4382,6.950900000000001,11,4
himmelblau,"[2.9971, 2.0026]",0.00028,0.001,0.7,"[-2.5152, 4.8495]",37,good,-2.5152,4.8495,7.3647,12,5
himmelblau,"[-3.7798, -3.2826]",4e-05,0.002,0.3,"[-4.0407, 2.3937]",36,good,-4.0407,2.3937,6.4344,10,1
himmelblau,"[1.6982, 1.6982]",47.03958,0.001,0.2,"[-2.5696, 1.6982]",54,bad,-2.5696,1.6982,4.267799999999999,5,0
himmelblau,"[-3.7766, -3.2812]",0.00044,0.0,0.2,"[-4.9648, 2.0041]",19,good,-4.9648,2.0041,6.9689000000000005,11,0
himmelblau,"[-1.1787, 0.3578]",150.42873,0.001,1.0,"[-1.1787, 0.3578]",53,bad,-1.1787,0.3578,1.5365000000000002,0,8
himmelblau,"[-3.7831, -3.2837]",0.00081,0.001,1.0,"[-3.9254, 0.1411]",21,good,-3.9254,0.1411,4.0665,4,8
himmelblau,"[2.9978, 2.0006]",0.00015,0.0014,1.0,"[-3.8609, 3.5775]",34,good,-3.8609,3.5775,7.4384,12,8
himmelblau,"[-3.7771, -3.2853]",0.00062,0.001,0.3,"[-4.41, 0.6235]",29,good,-4.41,0.6235,5.0335,7,1
himmelblau,"[-3.285, -3.1228]",11.38205,0.003,0.6,"[-3.285, 3.6145]",174,bad,-3.285,3.6145,6.8995,11,4
himmelblau,"[-3.7823, -3.2859]",0.0006,0.001,0.2,"[-4.4536, 1.8783]",30,good,-4.4536,1.8783,6.3319,10,0
