iteration,x,y,best_fitness,execution_time
100,-0.6975,-7.829,67.4983,0.0
200,1.7618,-4.2147,11.414,0.001
300,1.6923,-1.1186,0.389,0.001
400,1.7503,-0.8634,0.2988,0.0025
500,0.0027,-0.0058,0.0,0.002
600,0.0016,0.0041,0.0,0.0025
700,1.7408,-0.8724,0.2989,0.002
800,1.7426,-0.8716,0.2988,0.003
900,1.7465,-0.8718,0.2986,0.005
1000,1.749,-0.8802,0.2987,0.0045
