iteration,x,y,best_fitness,execution_time
100,-3.5844,-9.284,5771.8264,0.001
200,-3.2464,-9.2585,5790.7589,0.001
300,-3.2732,-9.1777,5559.2636,0.002
400,-3.3805,-9.2783,5809.7258,0.002
500,-3.7611,-8.8478,4591.8941,0.002
600,-3.5634,-9.4882,6375.1232,0.003
700,-3.3811,-9.6725,7003.6143,0.003
800,-3.3281,-9.4386,6290.749,0.004
900,-3.3013,-9.6046,6809.6876,0.004
1000,-3.4505,-9.4577,6313.6281,0.005
