iteration,x,y,best_fitness,execution_time
100,-3.1147,-9.9027,114.7167,0.003
200,-3.0374,-9.9588,111.1193,0.005
300,-3.2014,-9.9297,119.0701,0.006
400,-3.1588,-9.9093,116.5995,0.009
500,-3.1873,-10.0462,118.3285,0.011
600,-3.229,-9.807,124.1896,0.013
700,-3.2824,-9.8827,123.9971,0.015
800,-3.1676,-9.9904,117.7019,0.0249
900,-3.1774,-9.8855,118.5571,0.0239
1000,-3.007,-9.9706,110.4841,0.0249
