iteration,x,y,best_fitness,execution_time
100,-2.9956,-9.9415,108.4786,0.001
200,-2.9874,-9.945,108.4502,0.001
300,-2.9901,-9.9528,108.4547,0.003
400,-2.9844,-9.9491,108.4463,0.003
500,-2.9894,-9.9519,108.4523,0.0045
600,-2.9838,-9.9456,108.4483,0.004
700,-2.987,-9.9488,108.4472,0.005
800,-2.9888,-8.953,89.5467,0.005
900,-2.9837,-9.9475,108.4468,0.006
1000,-2.9851,-9.952,108.4483,0.008
